Country Name;Series Name;Series Code;2019;2020;2021;2022
Australia;Control of Corruption: Estimate;CC.EST;1.8221447467804;1.66249871253967;1.73749423027039;1.73749423027039
Australia;Government Effectiveness: Estimate;GE.EST;1.56487631797791;1.61007499694824;1.51292824745178;1.51292824745178
Australia;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.911745727062225;0.850844323635101;0.850988686084747;0.850988686084747
Australia;Regulatory Quality: Estimate;RQ.EST;1.87215864658356;1.82251787185669;1.83872807025909;1.83872807025909
Australia;Rule of Law: Estimate;RL.EST;1.72611081600189;1.64262545108795;1.67429053783417;1.67429053783417
Australia;Voice and Accountability: Estimate;VA.EST;1.26739799976349;1.30358374118805;1.37944209575653;1.37944209575653
Belgium;Control of Corruption: Estimate;CC.EST;1.48185706138611;1.47522222995758;1.48448967933655;1.48448967933655
Belgium;Government Effectiveness: Estimate;GE.EST;1.14229798316956;1.11614394187927;1.12509024143218;1.12509024143218
Belgium;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.473777532577515;0.543469667434692;0.612554728984833;0.612554728984833
Belgium;Regulatory Quality: Estimate;RQ.EST;1.289381980896;1.35435712337494;1.34247267246246;1.34247267246246
Belgium;Rule of Law: Estimate;RL.EST;1.36670064926147;1.36030185222626;1.32595896720886;1.32595896720886
Belgium;Voice and Accountability: Estimate;VA.EST;1.31019818782806;1.28246104717255;1.28270888328552;1.28270888328552
Brazil;Control of Corruption: Estimate;CC.EST;-0.386171013116837;-0.407126694917679;-0.477816075086594;-0.477816075086594
Brazil;Government Effectiveness: Estimate;GE.EST;-0.206858992576599;-0.4376100897789;-0.46029195189476;-0.46029195189476
Brazil;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0.713788211345673;-0.431489855051041;-0.485006988048553;-0.485006988048553
Brazil;Regulatory Quality: Estimate;RQ.EST;-0.109311006963253;-0.0972420945763588;-0.110795244574547;-0.110795244574547
Brazil;Rule of Law: Estimate;RL.EST;-0.203433260321617;-0.209849342703819;-0.280396819114685;-0.280396819114685
Brazil;Voice and Accountability: Estimate;VA.EST;0.302300244569778;0.295445382595062;0.278196901082993;0.278196901082993
Canada;Control of Corruption: Estimate;CC.EST;1.76385736465454;1.59498167037964;1.64609467983246;1.64609467983246
Canada;Government Effectiveness: Estimate;GE.EST;1.7242956161499;1.63518702983856;1.6038920879364;1.6038920879364
Canada;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;1.01676774024963;1.02984178066254;0.936902642250061;0.936902642250061
Canada;Regulatory Quality: Estimate;RQ.EST;1.71465253829956;1.60048234462738;1.61724555492401;1.61724555492401
Canada;Rule of Law: Estimate;RL.EST;1.7518424987793;1.6466429233551;1.62713325023651;1.62713325023651
Canada;Voice and Accountability: Estimate;VA.EST;1.43186473846436;1.47540128231049;1.45788443088531;1.45788443088531
Chile;Control of Corruption: Estimate;CC.EST;1.00874698162079;1.13407325744629;0.983726680278778;0.983726680278778
Chile;Government Effectiveness: Estimate;GE.EST;0.891052961349487;0.737568378448486;0.626065135002136;0.626065135002136
Chile;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.00792970694601536;0.0691350102424622;0.0626366063952446;0.0626366063952446
Chile;Regulatory Quality: Estimate;RQ.EST;1.17115616798401;0.962318956851959;0.953365683555603;0.953365683555603
Chile;Rule of Law: Estimate;RL.EST;0.947567701339722;0.942473113536835;0.914349317550659;0.914349317550659
Chile;Voice and Accountability: Estimate;VA.EST;0.983122289180756;0.996151566505432;0.967854261398315;0.967854261398315
China;Control of Corruption: Estimate;CC.EST;-0.28900557756424;-0.0469113029539585;0.0536937415599823;0.0536937415599823
China;Government Effectiveness: Estimate;GE.EST;0.563922524452209;0.67731511592865;0.840674877166748;0.840674877166748
China;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0.256689161062241;-0.329402893781662;-0.481860131025314;-0.481860131025314
China;Regulatory Quality: Estimate;RQ.EST;-0.288801491260529;-0.185245841741562;-0.313303291797638;-0.313303291797638
China;Rule of Law: Estimate;RL.EST;-0.243998482823372;-0.0785589143633842;0.0351645424962044;0.0351645424962044
China;Voice and Accountability: Estimate;VA.EST;-1.62804806232452;-1.6473206281662;-1.63657629489899;-1.63657629489899
France;Control of Corruption: Estimate;CC.EST;1.27963018417358;1.14999437332153;1.31040704250336;1.31040704250336
France;Government Effectiveness: Estimate;GE.EST;1.36585938930511;1.23942053318024;1.26752460002899;1.26752460002899
France;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.299382239580154;0.324910908937454;0.371733695268631;0.371733695268631
France;Regulatory Quality: Estimate;RQ.EST;1.43873500823975;1.1989494562149;1.23555743694305;1.23555743694305
France;Rule of Law: Estimate;RL.EST;1.40021479129791;1.32055699825287;1.28912806510925;1.28912806510925
France;Voice and Accountability: Estimate;VA.EST;1.1164003610611;1.06929469108582;1.1150860786438;1.1150860786438
Germany;Control of Corruption: Estimate;CC.EST;1.90006673336029;1.85575437545776;1.81323182582855;1.81323182582855
Germany;Government Effectiveness: Estimate;GE.EST;1.52456390857697;1.3521968126297;1.33114635944366;1.33114635944366
Germany;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.574308574199677;0.684574544429779;0.755996048450469;0.755996048450469
Germany;Regulatory Quality: Estimate;RQ.EST;1.72160816192627;1.58733665943146;1.63153600692749;1.63153600692749
Germany;Rule of Law: Estimate;RL.EST;1.61263310909271;1.54953932762145;1.60852479934692;1.60852479934692
Germany;Voice and Accountability: Estimate;VA.EST;1.35554444789886;1.37779092788696;1.43199121952057;1.43199121952057
India;Control of Corruption: Estimate;CC.EST;-0.279873192310333;-0.270809292793274;-0.294859200716019;-0.294859200716019
India;Government Effectiveness: Estimate;GE.EST;0.160742476582527;0.405513286590576;0.282362580299377;0.282362580299377
India;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0.770800411701202;-0.806701302528381;-0.615044951438904;-0.615044951438904
India;Regulatory Quality: Estimate;RQ.EST;-0.137945577502251;-0.114247776567936;-0.0787950754165649;-0.0787950754165649
India;Rule of Law: Estimate;RL.EST;-0.04256996139884;-0.0319724306464195;-0.0809262245893478;-0.0809262245893478
India;Voice and Accountability: Estimate;VA.EST;0.269035547971725;0.149902850389481;0.112721607089043;0.112721607089043
Ireland;Control of Corruption: Estimate;CC.EST;1.49111521244049;1.56414580345154;1.64912033081055;1.64912033081055
Ireland;Government Effectiveness: Estimate;GE.EST;1.28567111492157;1.47139298915863;1.50441348552704;1.50441348552704
Ireland;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.966389119625092;0.978661596775055;0.856822490692139;0.856822490692139
Ireland;Regulatory Quality: Estimate;RQ.EST;1.60041952133179;1.47795593738556;1.56221842765808;1.56221842765808
Ireland;Rule of Law: Estimate;RL.EST;1.37606000900269;1.49007177352905;1.53041064739227;1.53041064739227
Ireland;Voice and Accountability: Estimate;VA.EST;1.30504441261292;1.39371562004089;1.43021321296692;1.43021321296692
Japan;Control of Corruption: Estimate;CC.EST;1.463698387146;1.49305593967438;1.56542146205902;1.56542146205902
Japan;Government Effectiveness: Estimate;GE.EST;1.57961368560791;1.5871205329895;1.4027578830719;1.4027578830719
Japan;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;1.03184723854065;1.03950893878937;1.02734816074371;1.02734816074371
Japan;Regulatory Quality: Estimate;RQ.EST;1.32535481452942;1.35747134685516;1.37593495845795;1.37593495845795
Japan;Rule of Law: Estimate;RL.EST;1.53041684627533;1.51470041275024;1.57946360111237;1.57946360111237
Japan;Voice and Accountability: Estimate;VA.EST;0.931311726570129;0.986826241016388;1.07693445682526;1.07693445682526
Mexico;Control of Corruption: Estimate;CC.EST;-0.899168848991394;-0.902077496051788;-1.00162887573242;-1.00162887573242
Mexico;Government Effectiveness: Estimate;GE.EST;-0.279377490282059;-0.242663219571114;-0.312162280082703;-0.312162280082703
Mexico;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0.836903512477875;-0.85638153553009;-0.636740207672119;-0.636740207672119
Mexico;Regulatory Quality: Estimate;RQ.EST;0.0304558966308832;0.00255433539859951;-0.230723783373833;-0.230723783373833
Mexico;Rule of Law: Estimate;RL.EST;-0.646010875701904;-0.647769391536713;-0.799713492393494;-0.799713492393494
Mexico;Voice and Accountability: Estimate;VA.EST;0.00781936477869749;-0.0250303260982037;-0.074187383055687;-0.074187383055687
Russia;Control of Corruption: Estimate;CC.EST;-0.802163481712341;-0.909426033496857;-0.900473713874817;-0.900473713874817
Russia;Government Effectiveness: Estimate;GE.EST;0.0652898773550987;-0.0776575356721878;-0.176100715994835;-0.176100715994835
Russia;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0.557384431362152;-0.683706700801849;-0.645444393157958;-0.645444393157958
Russia;Regulatory Quality: Estimate;RQ.EST;-0.46409547328949;-0.468022495508194;-0.529822111129761;-0.529822111129761
Russia;Rule of Law: Estimate;RL.EST;-0.752920866012573;-0.787609994411469;-0.869817554950714;-0.869817554950714
Russia;Voice and Accountability: Estimate;VA.EST;-1.11777782440186;-1.07231199741364;-1.10188519954681;-1.10188519954681
Singapore;Control of Corruption: Estimate;CC.EST;2.1565318107605;2.149747133255;2.1715395450592;2.1715395450592
Singapore;Government Effectiveness: Estimate;GE.EST;2.21273446083069;2.3248598575592;2.29148745536804;2.29148745536804
Singapore;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;1.50078642368317;1.46085929870605;1.49318969249725;1.49318969249725
Singapore;Regulatory Quality: Estimate;RQ.EST;2.1601128578186;2.21286725997925;2.23104405403137;2.23104405403137
Singapore;Rule of Law: Estimate;RL.EST;1.87016820907593;1.87023723125458;1.85771286487579;1.85771286487579
Singapore;Voice and Accountability: Estimate;VA.EST;-0.205995976924896;-0.203809812664986;-0.136062040925026;-0.136062040925026
Spain;Control of Corruption: Estimate;CC.EST;0.694954097270966;0.737676799297333;0.741642236709595;0.741642236709595
Spain;Government Effectiveness: Estimate;GE.EST;0.995634913444519;0.887231767177582;0.947267353534698;0.947267353534698
Spain;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;0.310685813426971;0.437478542327881;0.579050898551941;0.579050898551941
Spain;Regulatory Quality: Estimate;RQ.EST;1.04847490787506;0.768865942955017;0.811001598834991;0.811001598834991
Spain;Rule of Law: Estimate;RL.EST;1.01937651634216;0.894206523895264;0.875867247581482;0.875867247581482
Spain;Voice and Accountability: Estimate;VA.EST;1.03772735595703;1.00795531272888;1.0100280046463;1.0100280046463
;;;;;;
;;;;;;
;;;;;;
;;;;;;
